event_id,timestamp,user_id,username,src_ip,dest_ip,country,event_type,status,severity,device_type,bytes_in,bytes_out,login_method,is_internal_ip
16828,2025-01-22 00:52:01,43,user321,10.97.129.236,10.41.68.118,CA,malware_alert,blocked,High,mobile,0,0,password,True
16829,2025-01-02 09:31:24,393,user369,10.152.199.216,10.175.88.43,DE,policy_violation,blocked,High,desktop,883,6303,password,True
16830,2025-01-04 18:19:01,489,user256,10.154.54.198,10.74.153.163,UK,policy_violation,blocked,Medium,desktop,2577,6140,mfa,True
16831,2025-01-11 00:54:45,154,user190,10.238.6.8,10.87.251.52,RU,policy_violation,blocked,Medium,laptop,1778,9250,mfa,True
16832,2025-01-24 14:53:28,82,user199,10.213.23.66,10.41.69.205,US,login_failure,failed,Medium,desktop,4411,16659,password,True
16833,2025-01-26 09:14:06,205,user29,10.229.182.89,10.196.5.212,AU,policy_violation,blocked,Medium,mobile,0,5332,sso,True
16834,2025-01-25 11:07:03,213,user457,10.154.157.43,10.138.178.194,AU,malware_alert,blocked,Medium,laptop,6967,7091,sso,True
16835,2025-01-25 14:37:14,382,user50,10.53.20.122,10.44.212.142,SG,login_failure,failed,High,mobile,4626,6485,mfa,True
16836,2025-01-22 11:29:55,463,user491,107.40.148.90,10.112.113.63,BR,policy_violation,blocked,Medium,laptop,6822,9040,sso,False
16837,2025-01-12 03:59:06,405,user490,41.21.110.113,10.54.229.128,UK,login_failure,failed,Low,server,3756,3516,sso,False
16838,2025-01-22 13:01:11,214,user174,10.139.229.160,10.36.135.161,CA,policy_violation,blocked,Medium,mobile,185,12199,mfa,True
16839,2025-01-30 08:00:23,333,user452,149.53.25.25,10.144.32.52,AU,policy_violation,blocked,Medium,server,493,0,sso,False
16840,2025-01-12 14:47:04,250,user85,10.131.26.95,10.175.195.56,BR,file_access,success,Medium,desktop,8683,0,password,True
16841,2025-01-24 05:02:05,423,user408,10.148.134.133,10.108.183.62,AU,login_success,success,Low,mobile,0,0,mfa,True
16842,2025-01-14 19:51:20,83,user484,144.254.65.248,10.251.134.84,CN,policy_violation,blocked,Medium,mobile,5023,4542,password,False
16843,2025-01-14 01:22:39,463,user364,10.174.229.74,10.82.4.215,SG,malware_alert,blocked,Medium,mobile,2201,8567,sso,True
16844,2025-01-27 12:16:35,443,user369,10.224.72.143,10.194.193.245,US,policy_violation,blocked,Medium,mobile,0,0,sso,True
16845,2025-01-10 16:22:08,435,user307,10.196.64.182,10.107.156.172,BR,login_success,success,Low,desktop,3335,0,mfa,True
16846,2025-01-06 09:25:53,198,user33,25.124.69.103,10.31.75.146,SG,malware_alert,blocked,High,laptop,0,0,password,False
16847,2025-01-20 03:15:59,106,user483,10.46.239.6,10.63.159.3,US,malware_alert,blocked,High,laptop,1902,2278,sso,True
16848,2025-01-23 19:43:18,194,user123,10.31.110.101,10.118.196.112,UK,policy_violation,blocked,Medium,mobile,3031,2338,password,True
16849,2025-01-07 12:18:41,495,user390,19.154.105.216,10.0.69.211,AU,malware_alert,blocked,Critical,server,1402,1553,sso,False
16850,2025-01-01 07:01:30,291,user291,113.189.230.184,10.255.11.137,US,file_access,success,Medium,server,0,5718,mfa,False
16851,2025-01-26 15:55:08,92,user290,168.4.202.66,10.128.20.150,RU,policy_violation,blocked,Medium,desktop,0,0,password,False
16852,2025-01-04 01:19:25,240,user282,10.116.228.45,10.32.109.119,RU,malware_alert,blocked,High,server,126,18386,password,True
16853,2025-01-10 17:23:37,435,user170,37.47.243.130,10.98.149.143,UK,login_success,success,Low,laptop,0,0,sso,False
16854,2025-01-24 11:21:05,295,user70,20.170.228.232,10.157.91.141,CA,login_failure,failed,Low,mobile,7882,7231,password,False
16855,2025-01-20 08:00:53,403,user246,10.247.14.182,10.233.97.9,IN,policy_violation,blocked,High,server,8016,0,sso,True
16856,2025-01-02 19:05:23,54,user482,121.93.22.150,10.18.182.14,US,login_failure,failed,Medium,laptop,9863,13634,password,False
16857,2025-01-10 05:04:28,188,user282,10.188.200.247,10.96.166.47,RU,vpn_login,success,Medium,laptop,224,2703,mfa,True
16858,2025-01-06 04:00:40,405,user110,83.21.55.41,10.183.218.6,BR,file_access,success,Medium,server,237,10073,mfa,False
16859,2025-01-06 05:02:45,486,user368,10.93.244.136,10.196.80.27,SG,malware_alert,blocked,High,mobile,7618,3773,password,True
16860,2025-01-04 10:32:31,19,user378,10.82.224.195,10.73.193.88,US,vpn_login,success,Low,desktop,3452,572,mfa,True
16861,2025-01-19 03:30:44,360,user46,88.191.158.129,10.179.167.69,CA,vpn_login,success,Medium,desktop,3906,627,sso,False
16862,2025-01-08 21:44:24,84,user335,10.197.63.5,10.108.137.179,IN,vpn_login,success,Low,server,1521,0,password,True
16863,2025-01-10 20:26:08,28,user362,10.155.157.173,10.5.34.59,BR,file_access,success,Low,server,886,0,mfa,True
16864,2025-01-15 06:14:09,74,user220,206.35.220.15,10.155.134.120,DE,vpn_login,success,Medium,server,3444,14209,mfa,False
16865,2025-01-29 19:21:36,150,user327,15.6.78.159,10.24.160.203,IN,login_success,success,Low,desktop,2172,3519,sso,False
16866,2025-01-10 06:18:47,413,user106,10.246.109.97,10.205.68.174,CN,login_success,success,Low,mobile,513,0,mfa,True
16867,2025-01-20 09:29:29,239,user126,151.100.234.85,10.67.179.158,SG,malware_alert,blocked,High,desktop,5737,10252,mfa,False
16868,2025-01-24 00:41:00,135,user158,161.8.204.210,10.69.0.153,BR,file_access,success,Medium,desktop,2697,0,password,False
16869,2025-01-30 04:50:39,34,user84,139.167.90.92,10.60.209.227,IN,vpn_login,success,Low,mobile,6189,2407,mfa,False
16870,2025-01-28 01:06:53,220,user380,10.110.73.123,10.50.135.65,CN,login_failure,failed,Medium,server,0,10831,password,True
16871,2025-01-29 13:48:05,380,user209,30.212.65.99,10.228.185.28,IN,login_failure,failed,Low,laptop,3013,6585,sso,False
16872,2025-01-15 21:05:51,326,user169,97.15.154.129,10.50.35.147,US,file_access,success,Medium,desktop,0,4201,password,False
16873,2025-01-03 01:27:01,436,user280,10.18.28.70,10.122.254.71,CA,login_success,success,Low,laptop,0,0,mfa,True
16874,2025-01-24 19:07:14,313,user237,178.177.21.252,10.11.87.80,US,malware_alert,blocked,Critical,server,9261,352,mfa,False
16875,2025-01-07 06:44:48,34,user142,58.231.132.115,10.11.86.91,DE,login_success,success,Low,mobile,7789,0,password,False
16876,2025-01-16 09:12:06,172,user112,213.180.222.35,10.127.130.239,CA,malware_alert,blocked,Critical,desktop,6708,9067,mfa,False
16877,2025-01-06 03:13:54,417,user406,10.75.184.230,10.197.214.167,IN,file_access,success,Low,laptop,2247,14692,sso,True
16878,2025-01-20 09:54:54,465,user433,178.28.199.28,10.167.13.120,IN,policy_violation,blocked,Medium,server,0,5432,sso,False
16879,2025-01-09 02:06:14,178,user36,10.57.22.192,10.106.176.52,CA,malware_alert,blocked,Medium,mobile,0,1226,mfa,True
16880,2025-01-28 11:12:16,466,user190,10.79.160.117,10.64.239.113,CA,login_success,success,Low,laptop,0,0,sso,True
16881,2025-01-05 12:58:58,55,user475,10.185.62.237,10.144.49.66,BR,policy_violation,blocked,Medium,desktop,5329,4641,mfa,True
16882,2025-01-13 01:49:57,322,user492,10.103.132.197,10.163.152.212,IN,file_access,success,Low,laptop,5771,8622,mfa,True
16883,2025-01-13 17:33:07,240,user368,205.169.203.234,10.157.33.201,DE,login_failure,failed,High,server,2907,12572,password,False
16884,2025-01-01 22:11:53,412,user70,10.163.63.45,10.213.226.144,CN,policy_violation,blocked,Medium,laptop,6871,0,password,True
16885,2025-01-08 05:04:37,409,user36,11.5.86.5,10.53.113.229,SG,login_success,success,Medium,desktop,5247,449,sso,False
16886,2025-01-30 22:09:10,142,user382,18.19.158.119,10.182.230.127,UK,vpn_login,success,Medium,laptop,0,3891,mfa,False
16887,2025-01-25 15:53:31,118,user462,10.9.164.98,10.190.252.113,IN,malware_alert,blocked,Medium,mobile,3460,10132,mfa,True
16888,2025-01-23 00:24:01,429,user395,10.107.55.38,10.210.74.92,BR,vpn_login,success,Low,desktop,0,0,mfa,True
16889,2025-01-12 08:04:57,26,user11,10.214.197.98,10.114.239.233,DE,malware_alert,blocked,Medium,laptop,10871,0,password,True
16890,2025-01-30 21:38:48,7,user27,10.118.227.1,10.8.215.157,DE,vpn_login,success,Medium,mobile,0,10410,sso,True
16891,2025-01-21 11:05:09,191,user159,10.243.233.1,10.78.17.139,BR,vpn_login,success,Medium,mobile,0,19740,sso,True
16892,2025-01-18 21:02:08,254,user383,10.104.220.171,10.225.153.157,CA,policy_violation,blocked,Medium,mobile,73,23995,mfa,True
16893,2025-01-19 16:25:49,81,user117,10.137.9.126,10.242.117.242,IN,malware_alert,blocked,High,mobile,1511,0,mfa,True
16894,2025-01-03 07:18:00,433,user13,10.239.140.140,10.92.29.72,AU,vpn_login,success,Medium,desktop,3252,8200,sso,True
16895,2025-01-20 09:34:51,342,user143,10.201.237.4,10.150.22.96,CA,file_access,success,Low,laptop,0,2526,mfa,True
16896,2025-01-13 09:31:33,373,user386,10.77.14.46,10.85.123.245,US,login_success,success,Low,desktop,2273,9423,sso,True
16897,2025-01-12 15:12:55,27,user50,10.179.38.108,10.92.64.130,SG,file_access,success,Low,desktop,9425,6657,password,True
16898,2025-01-22 01:40:11,288,user150,10.128.11.213,10.19.108.35,AU,login_failure,failed,Low,desktop,11214,0,password,True
16899,2025-01-26 22:12:22,139,user446,147.86.44.240,10.221.88.18,CN,file_access,success,Low,desktop,77,10045,sso,False
16900,2025-01-24 21:06:14,336,user67,154.142.212.71,10.179.169.111,BR,malware_alert,blocked,High,laptop,988,3962,password,False
16901,2025-01-19 08:31:20,170,user153,10.216.119.115,10.250.229.20,CA,malware_alert,blocked,Medium,mobile,0,0,password,True
16902,2025-01-01 03:00:28,275,user385,10.240.21.242,10.5.121.76,CA,policy_violation,blocked,Medium,server,3384,41,sso,True
16903,2025-01-21 04:48:50,78,user69,10.27.233.64,10.40.116.127,IN,policy_violation,blocked,High,mobile,10851,12401,mfa,True
16904,2025-01-27 06:56:40,117,user163,10.160.134.193,10.195.208.249,US,malware_alert,blocked,High,mobile,0,0,password,True
16905,2025-01-10 09:52:39,328,user221,10.117.173.187,10.167.239.193,DE,vpn_login,success,Low,server,2874,8884,sso,True
16906,2025-01-13 15:00:00,354,user267,10.185.167.146,10.46.57.177,UK,file_access,success,Low,desktop,6788,0,sso,True
16907,2025-01-02 03:51:50,118,user92,10.187.94.201,10.230.139.238,RU,policy_violation,blocked,High,desktop,0,5817,mfa,True
16908,2025-01-04 04:46:41,114,user303,152.172.65.144,10.219.133.118,AU,login_success,success,Low,server,3383,0,sso,False
16909,2025-01-08 23:12:41,154,user410,206.197.217.195,10.184.121.28,CA,policy_violation,blocked,Medium,server,4502,2361,password,False
16910,2025-01-07 20:47:39,34,user133,17.97.184.95,10.37.59.20,DE,policy_violation,blocked,Medium,laptop,0,0,sso,False
16911,2025-01-13 05:59:54,363,user16,10.60.64.38,10.157.30.4,SG,login_failure,failed,Low,laptop,5217,2481,mfa,True
16912,2025-01-19 20:14:25,4,user80,10.78.236.242,10.124.199.229,UK,malware_alert,blocked,High,server,2946,3935,sso,True
16913,2025-01-03 15:54:02,495,user66,61.36.102.215,10.157.36.241,UK,file_access,success,Low,server,0,0,password,False
16914,2025-01-22 02:38:20,392,user426,10.52.120.38,10.131.142.164,RU,file_access,success,Low,mobile,0,13255,mfa,True
16915,2025-01-07 22:40:10,41,user55,38.32.41.26,10.240.124.74,RU,login_success,success,Low,laptop,8860,5111,password,False
16916,2025-01-24 09:52:32,209,user99,199.190.1.185,10.229.178.208,UK,vpn_login,success,Low,mobile,8330,303,password,False
16917,2025-01-26 05:18:22,199,user342,10.46.119.168,10.143.117.34,CA,file_access,success,Medium,mobile,11704,0,sso,True
16918,2025-01-27 04:17:25,295,user70,10.59.140.147,10.151.32.152,SG,login_success,success,Low,desktop,5014,16098,mfa,True
16919,2025-01-01 03:55:22,163,user58,10.119.133.81,10.223.145.230,SG,vpn_login,success,Low,desktop,828,0,sso,True
16920,2025-01-22 13:03:29,371,user311,10.37.198.89,10.115.194.120,IN,login_success,success,Medium,server,9506,9826,mfa,True
16921,2025-01-13 18:51:43,259,user380,10.104.122.206,10.4.0.102,AU,policy_violation,blocked,Medium,mobile,0,1957,password,True
16922,2025-01-30 21:08:53,258,user93,159.107.242.231,10.205.162.222,AU,vpn_login,success,Low,mobile,1884,1152,mfa,False
16923,2025-01-28 14:15:27,87,user53,10.18.120.45,10.160.215.130,US,vpn_login,success,Medium,laptop,9174,11917,mfa,True
16924,2025-01-13 23:19:15,63,user301,47.118.61.24,10.24.94.209,CA,vpn_login,success,Low,desktop,6150,12,sso,False
16925,2025-01-04 06:11:25,366,user23,10.15.112.60,10.39.113.174,AU,login_failure,failed,Medium,mobile,0,6130,mfa,True
16926,2025-01-03 23:58:22,434,user342,188.4.112.34,10.164.248.136,CA,login_failure,failed,Low,laptop,0,4738,password,False
16927,2025-01-22 23:11:33,221,user136,10.51.124.81,10.205.197.16,CA,login_success,success,Low,mobile,0,7290,password,True
16928,2025-01-15 22:06:36,466,user343,10.37.126.15,10.31.185.113,US,malware_alert,blocked,Critical,mobile,1468,0,sso,True
16929,2025-01-02 16:10:09,112,user21,10.199.19.192,10.18.29.26,SG,malware_alert,blocked,High,laptop,368,4924,sso,True
16930,2025-01-26 14:14:37,269,user330,23.69.59.180,10.42.104.140,UK,vpn_login,success,Medium,server,0,2811,mfa,False
16931,2025-01-15 21:14:58,281,user19,10.139.180.49,10.131.131.94,SG,malware_alert,blocked,High,server,10812,0,mfa,True
16932,2025-01-30 23:22:28,260,user500,10.213.236.167,10.175.4.216,CN,vpn_login,success,Low,mobile,6469,0,password,True
16933,2025-01-10 09:03:50,62,user134,81.55.222.43,10.221.197.141,CA,login_success,success,Low,server,3558,1255,mfa,False
16934,2025-01-13 21:09:12,421,user131,10.190.177.47,10.81.23.50,RU,file_access,success,Low,desktop,0,4913,sso,True
16935,2025-01-15 19:24:08,368,user111,10.51.47.230,10.142.137.172,RU,login_failure,failed,Low,server,4588,10069,mfa,True
16936,2025-01-26 18:52:27,212,user256,21.144.203.224,10.133.242.245,SG,policy_violation,blocked,Medium,server,12901,6557,mfa,False
16937,2025-01-05 01:07:55,217,user103,10.73.21.30,10.173.219.227,DE,policy_violation,blocked,Medium,mobile,3651,0,mfa,True
16938,2025-01-20 09:17:22,195,user356,20.206.107.183,10.7.140.50,IN,login_success,success,Low,laptop,7433,12244,mfa,False
16939,2025-01-05 05:27:57,248,user170,10.59.65.234,10.129.120.22,AU,malware_alert,blocked,High,server,3039,7063,mfa,True
16940,2025-01-18 21:09:49,324,user244,10.70.149.58,10.167.26.63,IN,file_access,success,Low,server,5990,1371,mfa,True
16941,2025-01-14 14:12:45,343,user274,10.59.11.167,10.114.124.66,AU,login_failure,failed,Low,mobile,0,4321,mfa,True
16942,2025-01-26 02:29:38,476,user237,211.70.185.160,10.221.182.126,DE,login_failure,failed,High,server,0,5224,password,False
16943,2025-01-23 23:40:00,30,user245,10.60.234.218,10.144.185.27,UK,login_failure,failed,Low,desktop,0,0,sso,True
16944,2025-01-30 02:00:32,499,user237,10.160.219.220,10.221.218.152,CA,login_success,success,Low,laptop,2171,886,password,True
16945,2025-01-30 02:15:16,276,user211,10.99.135.188,10.228.21.126,US,login_failure,failed,Medium,laptop,4314,4511,password,True
16946,2025-01-27 14:16:47,107,user482,199.184.81.65,10.245.180.127,CN,policy_violation,blocked,Medium,desktop,4675,11241,password,False
16947,2025-01-12 21:38:27,444,user224,10.216.210.4,10.24.235.239,US,policy_violation,blocked,High,server,0,10770,sso,True
16948,2025-01-09 19:39:10,186,user128,10.206.53.141,10.153.255.32,BR,login_failure,failed,Medium,server,0,9033,mfa,True
16949,2025-01-14 11:14:09,446,user332,10.8.202.51,10.233.25.84,RU,vpn_login,success,Low,mobile,15577,4384,sso,True
16950,2025-01-04 21:13:46,61,user444,10.177.93.175,10.13.81.85,UK,login_failure,failed,Medium,server,1878,8194,sso,True
16951,2025-01-17 23:51:46,413,user84,195.227.47.29,10.73.45.252,BR,file_access,success,Low,mobile,4254,0,mfa,False
16952,2025-01-04 08:47:24,104,user49,10.68.225.180,10.117.128.147,BR,file_access,success,Low,laptop,0,3424,password,True
16953,2025-01-15 19:59:03,362,user368,216.215.187.99,10.118.106.133,SG,vpn_login,success,Medium,desktop,7435,0,password,False
16954,2025-01-11 07:08:12,12,user437,10.248.36.230,10.208.59.164,UK,file_access,success,Low,mobile,0,0,sso,True
16955,2025-01-14 19:12:23,269,user57,91.21.194.123,10.82.188.15,US,vpn_login,success,Medium,desktop,1317,0,password,False
16956,2025-01-16 02:14:52,412,user459,134.23.36.115,10.63.214.28,CN,vpn_login,success,Low,desktop,10953,0,password,False
16957,2025-01-25 04:02:17,300,user316,22.202.190.78,10.18.42.103,RU,file_access,success,Low,desktop,0,6388,sso,False
16958,2025-01-14 20:22:51,465,user228,10.118.128.172,10.103.182.154,US,malware_alert,blocked,Critical,server,772,0,password,True
16959,2025-01-28 20:54:21,74,user149,10.225.177.251,10.23.72.96,DE,malware_alert,blocked,High,desktop,11941,1944,sso,True
16960,2025-01-02 13:48:09,440,user154,10.252.211.240,10.104.52.217,IN,policy_violation,blocked,Medium,server,0,16760,sso,True
16961,2025-01-30 00:06:20,448,user152,37.22.138.155,10.165.66.136,DE,malware_alert,blocked,Medium,server,789,7707,mfa,False
16962,2025-01-19 02:15:16,80,user325,11.21.57.7,10.132.59.100,IN,policy_violation,blocked,Medium,mobile,0,14538,mfa,False
16963,2025-01-05 14:44:18,339,user445,10.95.53.75,10.187.183.21,BR,vpn_login,success,Low,mobile,2351,6754,mfa,True
16964,2025-01-11 20:57:16,93,user418,17.24.57.218,10.69.148.136,UK,file_access,success,Medium,desktop,0,1311,password,False
16965,2025-01-03 05:41:00,371,user10,10.211.17.216,10.186.65.115,SG,file_access,success,Low,laptop,7214,5660,sso,True
16966,2025-01-15 14:44:06,85,user226,10.24.98.184,10.123.179.81,BR,malware_alert,blocked,High,desktop,3993,1494,mfa,True
16967,2025-01-16 02:46:35,484,user249,10.62.96.212,10.179.224.47,CN,login_success,success,Low,desktop,0,11059,password,True
16968,2025-01-05 17:50:20,288,user82,217.167.245.230,10.149.148.197,UK,login_failure,failed,Low,desktop,0,0,password,False
16969,2025-01-10 18:03:37,29,user470,10.124.99.52,10.34.181.36,US,malware_alert,blocked,High,server,0,22143,password,True
16970,2025-01-28 23:14:29,138,user101,70.206.75.146,10.198.250.71,US,vpn_login,success,Low,desktop,1549,0,sso,False
16971,2025-01-09 17:17:45,178,user113,10.231.131.85,10.174.175.11,UK,file_access,success,Low,desktop,5049,0,mfa,True
16972,2025-01-19 03:52:44,284,user71,73.155.17.101,10.145.176.152,IN,login_failure,failed,Medium,mobile,0,0,sso,False
16973,2025-01-19 06:53:31,154,user6,202.168.136.170,10.107.76.124,DE,policy_violation,blocked,High,desktop,0,0,mfa,False
16974,2025-01-26 23:10:28,275,user268,46.57.237.119,10.112.237.225,IN,policy_violation,blocked,Medium,mobile,806,11896,sso,False
16975,2025-01-30 14:23:02,414,user225,125.97.5.169,10.60.166.172,US,malware_alert,blocked,Critical,desktop,0,19804,sso,False
16976,2025-01-18 11:15:30,230,user171,10.238.34.116,10.86.215.110,SG,malware_alert,blocked,High,mobile,0,6273,mfa,True
16977,2025-01-26 07:59:38,332,user170,10.198.190.159,10.191.158.52,RU,login_failure,failed,Medium,desktop,0,15225,mfa,True
16978,2025-01-14 23:07:01,147,user235,188.234.39.47,10.236.254.38,CN,vpn_login,success,Medium,laptop,0,10621,sso,False
16979,2025-01-22 20:40:53,199,user487,10.35.248.182,10.23.111.111,DE,vpn_login,success,Low,desktop,0,4755,sso,True
16980,2025-01-06 14:47:37,68,user367,163.231.173.178,10.94.142.156,DE,file_access,success,Medium,laptop,423,7362,sso,False
16981,2025-01-06 02:53:24,392,user214,10.201.8.247,10.226.161.133,BR,file_access,success,Low,mobile,5159,5862,password,True
16982,2025-01-26 00:58:06,309,user179,10.93.177.105,10.91.94.201,US,vpn_login,success,Low,server,0,7487,mfa,True
16983,2025-01-19 22:49:38,443,user333,10.78.118.159,10.97.194.94,RU,malware_alert,blocked,Critical,mobile,8842,20972,mfa,True
16984,2025-01-10 22:54:03,491,user229,10.159.85.213,10.202.46.246,BR,policy_violation,blocked,Medium,desktop,0,13446,mfa,True
16985,2025-01-16 00:18:11,271,user318,105.196.56.91,10.19.110.63,RU,policy_violation,blocked,Medium,desktop,0,0,password,False
16986,2025-01-26 09:54:58,53,user456,10.103.200.213,10.93.192.254,CN,policy_violation,blocked,Medium,mobile,0,12663,mfa,True
16987,2025-01-04 07:07:33,125,user50,146.160.46.29,10.213.86.2,IN,vpn_login,success,Low,laptop,0,1828,mfa,False
16988,2025-01-11 13:08:51,248,user490,10.38.207.251,10.233.54.18,CA,vpn_login,success,Low,mobile,0,0,sso,True
16989,2025-01-12 10:45:25,491,user371,10.132.82.97,10.177.9.96,CN,login_success,success,Medium,laptop,5420,0,mfa,True
16990,2025-01-02 18:01:07,329,user250,33.182.108.40,10.142.221.223,CA,file_access,success,Low,laptop,6101,10930,sso,False
16991,2025-01-01 14:01:45,275,user289,10.182.18.151,10.50.169.27,UK,policy_violation,blocked,Medium,laptop,896,479,password,True
16992,2025-01-29 09:58:48,102,user200,10.16.106.134,10.199.51.156,AU,vpn_login,success,Low,mobile,6048,8794,sso,True
16993,2025-01-26 03:27:23,211,user94,95.81.77.81,10.249.118.221,UK,login_success,success,Low,mobile,0,9877,mfa,False
16994,2025-01-15 08:56:26,463,user307,10.57.125.102,10.82.255.64,AU,malware_alert,blocked,Critical,server,4188,297,sso,True
16995,2025-01-28 11:33:56,120,user226,10.208.130.219,10.122.53.51,CA,malware_alert,blocked,High,mobile,6789,0,sso,True
16996,2025-01-20 17:29:27,435,user435,10.69.205.193,10.194.218.239,AU,login_success,success,Medium,server,6653,0,mfa,True
16997,2025-01-01 17:24:33,487,user79,10.104.236.157,10.147.157.86,SG,policy_violation,blocked,High,server,3048,10493,sso,True
16998,2025-01-04 03:39:41,8,user30,45.242.216.128,10.86.224.254,CA,vpn_login,success,Medium,laptop,3117,9542,sso,False
16999,2025-01-23 18:21:44,356,user153,10.53.96.194,10.99.135.38,IN,vpn_login,success,Medium,laptop,800,340,mfa,True
17000,2025-01-24 03:10:32,178,user294,10.110.23.12,10.245.161.250,DE,file_access,success,Medium,mobile,3464,0,password,True
17001,2025-01-08 08:24:34,147,user395,181.108.213.62,10.11.52.118,AU,malware_alert,blocked,Medium,laptop,2355,154,mfa,False
17002,2025-01-04 05:08:05,471,user420,10.178.89.192,10.145.190.183,US,policy_violation,blocked,High,desktop,5400,22127,sso,True
17003,2025-01-20 09:56:30,487,user83,49.111.113.200,10.120.90.36,US,vpn_login,success,Low,laptop,3336,0,password,False
17004,2025-01-28 08:57:33,439,user39,10.32.250.30,10.185.18.69,CN,login_success,success,Low,desktop,11558,2227,mfa,True
17005,2025-01-19 02:27:00,367,user297,68.216.41.141,10.217.83.164,UK,file_access,success,Medium,server,15668,7696,password,False
17006,2025-01-24 21:17:35,226,user448,10.193.74.72,10.133.185.22,RU,policy_violation,blocked,High,desktop,5273,4322,sso,True
17007,2025-01-17 13:49:01,368,user158,10.235.133.130,10.96.242.154,CN,vpn_login,success,Low,server,8647,15564,mfa,True
17008,2025-01-24 15:00:22,84,user300,206.183.61.188,10.40.48.171,US,vpn_login,success,Medium,mobile,3814,0,mfa,False
17009,2025-01-02 21:28:42,347,user143,10.65.144.240,10.203.114.10,IN,file_access,success,Low,laptop,700,13673,mfa,True
17010,2025-01-14 05:13:01,36,user29,65.190.143.227,10.207.183.2,CA,login_success,success,Medium,server,0,1017,sso,False
17011,2025-01-22 00:51:49,200,user11,10.13.163.55,10.37.226.155,US,malware_alert,blocked,Medium,server,0,12699,sso,True
17012,2025-01-24 21:46:58,470,user123,10.179.48.59,10.11.222.228,CN,vpn_login,success,Low,desktop,2327,4577,mfa,True
17013,2025-01-27 00:30:04,322,user478,10.217.214.35,10.179.215.176,DE,login_success,success,Low,mobile,0,0,password,True
17014,2025-01-19 11:51:48,343,user301,10.188.143.31,10.215.27.113,DE,malware_alert,blocked,High,server,2485,9715,password,True
17015,2025-01-15 05:22:05,432,user491,10.178.200.130,10.250.156.170,RU,login_failure,failed,Low,server,6799,0,sso,True
17016,2025-01-13 18:30:47,209,user343,10.142.26.240,10.63.115.12,CA,login_failure,failed,Low,laptop,17357,0,password,True
17017,2025-01-24 17:15:20,29,user104,10.212.42.45,10.112.31.137,AU,login_success,success,Low,server,0,12816,mfa,True
17018,2025-01-08 07:24:43,485,user40,10.151.232.155,10.245.144.90,CN,login_success,success,Low,laptop,1198,11504,password,True
17019,2025-01-09 14:28:58,19,user493,163.154.49.101,10.221.83.151,DE,file_access,success,Medium,laptop,0,0,sso,False
17020,2025-01-29 07:28:53,215,user298,10.113.8.32,10.11.237.44,SG,malware_alert,blocked,Critical,server,0,1904,sso,True
17021,2025-01-04 12:41:48,241,user70,35.144.179.228,10.155.14.215,CA,vpn_login,success,Low,laptop,4191,10362,mfa,False
17022,2025-01-17 15:42:20,214,user240,10.66.150.205,10.182.83.18,BR,file_access,success,Medium,desktop,2432,0,mfa,True
17023,2025-01-03 08:31:58,164,user263,153.253.106.201,10.94.186.28,DE,login_success,success,Medium,mobile,3773,0,sso,False
17024,2025-01-18 08:13:10,500,user441,187.184.196.161,10.13.107.113,IN,login_failure,failed,Medium,mobile,2827,9792,sso,False
17025,2025-01-16 05:56:05,471,user378,10.89.208.186,10.38.12.141,UK,login_failure,failed,Low,desktop,6311,7078,sso,True
17026,2025-01-30 08:17:29,28,user18,214.140.76.103,10.161.161.48,BR,file_access,success,Low,laptop,0,6484,mfa,False
17027,2025-01-30 21:53:26,18,user117,10.86.26.120,10.202.172.215,BR,malware_alert,blocked,Critical,server,2845,5457,password,True
17028,2025-01-23 16:51:12,57,user433,10.176.252.68,10.152.106.129,US,login_success,success,Low,desktop,10368,13589,sso,True
17029,2025-01-28 05:10:10,231,user366,10.138.164.203,10.43.165.38,BR,login_failure,failed,Medium,mobile,0,710,sso,True
17030,2025-01-17 15:02:32,183,user363,13.209.58.150,10.76.33.230,SG,vpn_login,success,Low,desktop,4777,11621,password,False
17031,2025-01-01 21:02:29,371,user81,10.139.242.220,10.25.70.120,IN,login_success,success,Low,laptop,6308,5948,password,True
17032,2025-01-19 02:11:17,68,user151,10.173.253.60,10.232.135.144,BR,login_success,success,Low,laptop,0,6838,sso,True
17033,2025-01-27 11:14:02,224,user169,173.166.154.39,10.61.103.154,AU,file_access,success,Low,laptop,11122,0,sso,False
17034,2025-01-19 12:15:36,62,user389,10.224.150.209,10.55.147.149,CA,malware_alert,blocked,Medium,desktop,0,9975,mfa,True
17035,2025-01-22 18:42:13,77,user436,200.127.218.114,10.135.214.115,IN,login_success,success,Medium,laptop,0,15618,password,False
17036,2025-01-11 08:17:27,432,user384,10.172.228.214,10.194.139.99,CN,login_failure,failed,Low,desktop,10043,8675,sso,True
17037,2025-01-02 18:36:44,264,user463,10.48.213.102,10.12.148.142,RU,policy_violation,blocked,Medium,server,5627,11095,sso,True
17038,2025-01-28 21:19:31,262,user460,10.181.5.93,10.74.23.49,AU,login_failure,failed,Low,server,12549,485,sso,True
17039,2025-01-23 22:47:22,49,user342,10.146.249.116,10.176.226.188,UK,vpn_login,success,Low,server,8062,7691,mfa,True
17040,2025-01-29 01:42:55,73,user223,10.145.147.66,10.34.27.24,AU,file_access,success,Low,mobile,12754,12077,sso,True
17041,2025-01-04 19:43:09,15,user15,208.177.183.134,10.151.41.38,BR,vpn_login,success,Low,laptop,10777,184,mfa,False
